title,genre,episodes,score,img_url
Xmas Song,['Music'],1.0,5.5,https://cdn.myanimelist.net/images/anime/1508/97879.jpg
Uta∽Kata,"['Psychological', 'Drama', 'Magic']",12.0,6.79,https://cdn.myanimelist.net/images/anime/3/25392.jpg
Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,"['Drama', 'School', 'Sports']",1.0,6.79,https://cdn.myanimelist.net/images/anime/13/3044.jpg
Warenai Tamago,"['Music', 'Comedy', 'Kids']",1.0,5.5,https://cdn.myanimelist.net/images/anime/12/72070.jpg
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...","['Romance', 'Shounen', 'Sports']",1.0,6.79,https://cdn.myanimelist.net/images/anime/1300/96421.jpg
Tesagure! Bukatsumono,"['Parody', 'School', 'Slice of Life']",12.0,6.79,https://cdn.myanimelist.net/images/anime/8/56211.jpg
Pokemon XY: Mega Evolution,"['Action', 'Adventure', 'Comedy', 'Kids', 'Fantasy']",4.0,7.54,https://cdn.myanimelist.net/images/anime/12/60225.jpg
Teekyuu 4,"['Comedy', 'Shounen', 'Sports']",12.0,6.79,https://cdn.myanimelist.net/images/anime/10/73472.jpg
Virus: Virus Buster Serge,"['Action', 'Adventure', 'Mecha', 'Police', 'Sci-Fi']",12.0,5.5,https://cdn.myanimelist.net/images/anime/1388/94194.jpg
Ubasuteyama,['Drama'],1.0,5.5,https://cdn.myanimelist.net/images/anime/9/84490.jpg
Techno Police 21C,"['Action', 'Police', 'Mecha', 'Sci-Fi']",1.0,5.5,https://cdn.myanimelist.net/images/anime/13/67173.jpg
Top wo Nerae 2! Kagaku Kouza,['Sci-Fi'],3.0,5.5,https://cdn.myanimelist.net/images/anime/5/54555.jpg
Sousei no Aquarion Evol,"['Mecha', 'Romance', 'Sci-Fi']",1.0,6.79,https://cdn.myanimelist.net/images/anime/8/72733.jpg
Tailenders,"['Action', 'Adventure', 'Cars', 'Sci-Fi']",1.0,6.79,https://cdn.myanimelist.net/images/anime/4/28930.jpg
Star Wars/Force no Kakusei,['Sci-Fi'],1.0,5.5,https://cdn.myanimelist.net/images/anime/1391/90625.jpg
Soukou Kihei Votoms: Big Battle,"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']",1.0,6.79,https://cdn.myanimelist.net/images/anime/10/24534.jpg
Rilu Rilu Fairilu: Yousei no Door,"['Slice of Life', 'Magic', 'Fantasy']",59.0,6.79,https://cdn.myanimelist.net/images/anime/7/83790.jpg
Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,['Comedy'],13.0,6.79,https://cdn.myanimelist.net/images/anime/7/54407.jpg
Nanatsu-iro REALiZE,['Music'],1.0,6.79,https://cdn.myanimelist.net/images/anime/1957/91717.jpg
Q Transformers: Kaette Kita Convoy no Nazo,"['Slice of Life', 'Parody', 'Mecha']",13.0,5.5,https://cdn.myanimelist.net/images/anime/13/72586.jpg
Sayonara Space Shuttle,"['Music', 'Space']",1.0,5.5,https://cdn.myanimelist.net/images/anime/6/78766.jpg
Mikagura Gakuen Kumikyoku,"['Music', 'Psychological', 'School']",5.0,6.79,https://cdn.myanimelist.net/images/anime/3/74422.jpg
PS3® no Tsukai Kata: feat.Peeping Life,"['Slice of Life', 'Comedy']",6.0,5.5,https://cdn.myanimelist.net/images/anime/7/77237.jpg
Ozmafia!!,"['Harem', 'Historical', 'Romance', 'Fantasy', 'Shoujo']",12.0,5.5,https://cdn.myanimelist.net/images/anime/9/80549.jpg
Nar Doma,['Comedy'],26.0,5.5,https://cdn.myanimelist.net/images/anime/6/72092.jpg
Mushi no Tameiki,['Music'],1.0,5.5,https://cdn.myanimelist.net/images/anime/12/30186.jpg
Kappa Kawatarou,"['Kids', 'Supernatural']",1.0,5.5,https://cdn.myanimelist.net/images/anime/10/71724.jpg
Hyoutan,['Psychological'],1.0,5.5,https://cdn.myanimelist.net/images/anime/13/71329.jpg
Fantasia,"['Fantasy', 'Magic', 'Comedy', 'Romance', 'Drama']",1.0,5.5,https://cdn.myanimelist.net/images/anime/1132/94538.jpg
Dappys,['Music'],2.0,5.5,https://cdn.myanimelist.net/images/anime/5/85616.jpg
Crash!,"['Comedy', 'Shoujo']",3.0,5.5,https://cdn.myanimelist.net/images/anime/8/44498.jpg
Car Radio,['Music'],1.0,5.5,https://cdn.myanimelist.net/images/anime/7/87219.jpg
Aitata Bocchi,"['Dementia', 'Drama']",1.0,5.5,https://cdn.myanimelist.net/images/anime/9/83551.jpg
Alps no Shoujo Heidi Pilot,"['Comedy', 'Drama', 'Slice of Life']",1.0,5.5,https://cdn.myanimelist.net/images/anime/2/29867.jpg
Wolf Guy,"['Action', 'Military', 'Sci-Fi']",6.0,5.51,https://cdn.myanimelist.net/images/anime/1290/94492.jpg
Mai-Otome Zwei Special,['Magic'],1.0,6.79,https://cdn.myanimelist.net/images/anime/9/13750.jpg
Kyoto Teramachi Sanjou no Holmes,['Mystery'],12.0,6.79,https://cdn.myanimelist.net/images/anime/1304/92930.jpg
Ookami Kodomo no Ame to Yuki x House Shokuhin Stew CM,['Slice of Life'],1.0,5.51,https://cdn.myanimelist.net/images/anime/1890/90862.jpg
Koutetsujou no Kabaneri: Ran - Hajimaru Michiato,['Action'],1.0,6.79,https://cdn.myanimelist.net/images/anime/1660/95107.jpg
Ochou Fujin no Gensou,"['Historical', 'Drama']",1.0,5.51,https://cdn.myanimelist.net/images/anime/11/68091.jpg
Nanatsu no Bitoku Specials,"['Ecchi', 'Fantasy']",2.0,5.51,https://cdn.myanimelist.net/images/anime/1938/90218.jpg
Nemuranu Machi no Cinderella: Hirose Ryouichi - Memorial Date,['Romance'],1.0,5.51,https://cdn.myanimelist.net/images/anime/7/73659.jpg
Momoya x Peeping Life: Go en Desu yo! II,"['Slice of Life', 'Comedy']",5.0,5.51,https://cdn.myanimelist.net/images/anime/4/59025.jpg
Milky Passion: Dougenzaka - Ai no Shiro,"['Romance', 'Josei']",1.0,5.51,https://cdn.myanimelist.net/images/anime/11/45416.jpg
Minna Atsumare! Falcom Gakuen SC Special,"['Parody', 'Comedy', 'School', 'Seinen']",1.0,5.51,https://cdn.myanimelist.net/images/anime/7/72922.jpg
Meisou-Ou Border,"['Adventure', 'Seinen']",1.0,5.51,https://cdn.myanimelist.net/images/anime/4/43745.jpg
Master of Torque 3,"['Action', 'Sci-Fi']",1.0,5.51,https://cdn.myanimelist.net/images/anime/1029/93021.jpg
Macross XX,"['Action', 'Mecha']",1.0,5.51,https://cdn.myanimelist.net/images/anime/4/9862.jpg
Pokemon Generations,"['Action', 'Adventure', 'Fantasy', 'Game', 'Kids']",18.0,7.56,https://cdn.myanimelist.net/images/anime/11/83210.jpg
Kaumori,"['Drama', 'Samurai']",1.0,5.51,https://cdn.myanimelist.net/images/anime/5/11634.jpg
Jungle de Ikou!,"['Action', 'Ecchi', 'Adventure', 'Magic', 'Comedy']",3.0,5.51,https://cdn.myanimelist.net/images/anime/9/3097.jpg
Hanappe Bazooka,"['Action', 'Comedy', 'Ecchi', 'Magic', 'School']",1.0,5.51,https://cdn.myanimelist.net/images/anime/5/57637.jpg
Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,"['Action', 'Adventure', 'Comedy', 'Shounen']",1.0,5.51,https://cdn.myanimelist.net/images/anime/3/79187.jpg
Digital Juice,"['Comedy', 'Psychological']",6.0,5.51,https://cdn.myanimelist.net/images/anime/12/17437.jpg
Chuuko Video-ya no Onna Tenin X,"['Comedy', 'Shounen']",1.0,5.51,https://cdn.myanimelist.net/images/anime/4/82902.jpg
Birthday,"['Dementia', 'Music']",1.0,5.51,https://cdn.myanimelist.net/images/anime/1780/98524.jpg
Big Wars: Kami Utsu Akaki Kouya ni,"['Action', 'Military', 'Sci-Fi', 'Space']",1.0,5.51,https://cdn.myanimelist.net/images/anime/3/72814.jpg
Amagami SS+ Plus,"['Slice of Life', 'Comedy', 'Romance', 'School']",13.0,7.52,https://cdn.myanimelist.net/images/anime/13/33359.jpg
Aragne no Mushikago,"['Fantasy', 'Horror', 'Mystery']",1.0,5.51,https://cdn.myanimelist.net/images/anime/1477/96023.jpg
Yukimi-ka no Nichijou wa Honwari de Shimeru,['Music'],1.0,5.52,https://cdn.myanimelist.net/images/anime/1642/92353.jpg
Tsuugakuro,['Music'],1.0,5.52,https://cdn.myanimelist.net/images/anime/6/87269.jpg
Yubi wo Nusunda Onna,[],1.0,5.52,https://cdn.myanimelist.net/images/anime/3/74292.jpg
Tokyo Girls Collection 2016 A/W x Osomatsu-san Special Movie,['Comedy'],1.0,5.52,https://cdn.myanimelist.net/images/anime/8/89192.jpg
Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,"['Harem', 'Comedy', 'Romance', 'School']",1.0,6.79,https://cdn.myanimelist.net/images/anime/3/69591.jpg
Juusenki L-Gaim,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Mecha', 'Shounen']",54.0,6.79,https://cdn.myanimelist.net/images/anime/3/46129.jpg
Inazuma Eleven Go: Tokubetsu-hen,"['Sports', 'Super Power', 'Shounen']",2.0,6.79,https://cdn.myanimelist.net/images/anime/12/86762.jpg
Hurricane Live! 2032,['Music'],6.0,6.79,https://cdn.myanimelist.net/images/anime/13/9846.jpg
Hiyokoi (2012),"['Romance', 'School', 'Shoujo']",3.0,6.79,https://cdn.myanimelist.net/images/anime/4/46827.jpg
Code Geass: Hangyaku no Lelouch III - Oudou,"['Action', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']",1.0,8.15,https://cdn.myanimelist.net/images/anime/1126/91344.jpg
Hitori no Shita: The Outcast,"['Action', 'Super Power', 'Supernatural']",12.0,6.79,https://cdn.myanimelist.net/images/anime/12/80346.jpg
Code Geass: Fukkatsu no Lelouch,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha']",1.0,8.15,https://cdn.myanimelist.net/images/anime/1647/96892.jpg
Yowamushi Pedal: Grande Road,"['Comedy', 'Drama', 'Shounen', 'Sports']",24.0,8.16,https://cdn.myanimelist.net/images/anime/12/67799.jpg
Herlock Saga: Nibelung no Yubiwa,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Drama', 'Seinen']",6.0,6.79,https://cdn.myanimelist.net/images/anime/9/21258.jpg
Hikari to Mizu no Daphne Specials,"['Action', 'Ecchi', 'Comedy']",2.0,6.79,https://cdn.myanimelist.net/images/anime/10/44073.jpg
Hentai Ouji to Warawanai Neko.: Henneko BBS,['Comedy'],13.0,6.79,https://cdn.myanimelist.net/images/anime/11/56869.jpg
Hand Maid May,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']",10.0,6.79,https://cdn.myanimelist.net/images/anime/9/60995.jpg
Gurazeni Season 2,"['Comedy', 'Sports', 'Drama', 'Seinen']",12.0,6.79,https://cdn.myanimelist.net/images/anime/1496/95059.jpg
Summer Wars,"['Sci-Fi', 'Comedy']",1.0,8.16,https://cdn.myanimelist.net/images/anime/10/15796.jpg
The Sun Sank,['Music'],1.0,5.52,https://cdn.myanimelist.net/images/anime/11/87186.jpg
The Starry Night,['Music'],1.0,5.52,https://cdn.myanimelist.net/images/anime/1148/91732.jpg
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"['Action', 'Adventure', 'Martial Arts', 'Shounen', 'Super Power', 'Supernatural']",13.0,8.16,https://cdn.myanimelist.net/images/anime/12/29597.jpg
Taiyou to Tsuki no Kodomo-tachi (2018),['Music'],1.0,5.52,https://cdn.myanimelist.net/images/anime/1860/91685.jpg
Nakoruru: Ano Hito kara no Okurimono,"['Fantasy', 'Supernatural', 'Historical', 'Drama']",1.0,5.52,https://cdn.myanimelist.net/images/anime/9/10234.jpg
Granblue Fantasy The Animation,"['Adventure', 'Fantasy']",13.0,6.79,https://cdn.myanimelist.net/images/anime/2/81630.jpg
Princess Tutu,"['Comedy', 'Drama', 'Fantasy', 'Magic', 'Mystery', 'Romance']",38.0,8.16,https://cdn.myanimelist.net/images/anime/1145/93646.jpg
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Super Power']",1.0,8.16,https://cdn.myanimelist.net/images/anime/5/41415.jpg
Kimi ga Nozomu Eien: Gundam Parody,"['Mecha', 'Parody', 'Sci-Fi', 'Space']",1.0,5.52,https://cdn.myanimelist.net/images/anime/5/25438.jpg
Magi: The Labyrinth of Magic,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",25.0,8.16,https://cdn.myanimelist.net/images/anime/11/42773.jpg
Made in Abyss Movie 1: Tabidachi no Yoake,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",1.0,8.16,https://cdn.myanimelist.net/images/anime/1173/95167.jpg
Kataribe Shoujo Honoka,"['Slice of Life', 'Supernatural']",1.0,5.52,https://cdn.myanimelist.net/images/anime/10/75474.jpg
Kill la Kill,"['Action', 'Comedy', 'Super Power', 'Ecchi', 'School']",24.0,8.16,https://cdn.myanimelist.net/images/anime/8/75514.jpg
Kandagawa Jet Girls,"['Sports', 'Ecchi']",12.0,5.52,https://cdn.myanimelist.net/images/anime/1570/103129.jpg
Kami nomi zo Shiru Sekai: Megami-hen,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Shounen']",12.0,8.16,https://cdn.myanimelist.net/images/anime/6/51949.jpg
Kuroko no Basket: Saikou no Present Desu,"['Action', 'Sports', 'School', 'Shounen']",1.0,8.16,https://cdn.myanimelist.net/images/anime/13/77323.jpg
Kaiba,"['Adventure', 'Mystery', 'Romance', 'Sci-Fi']",12.0,8.16,https://cdn.myanimelist.net/images/anime/7/13193.jpg
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"['Adventure', 'Drama', 'Music', 'Sci-Fi']",1.0,8.16,https://cdn.myanimelist.net/images/anime/5/82786.jpg
Glasslip,"['Romance', 'Slice of Life', 'Supernatural']",13.0,5.52,https://cdn.myanimelist.net/images/anime/12/64265.jpg
Isobe Isobee Monogatari Jump Festa Special,"['Comedy', 'Historical', 'Shounen']",3.0,5.52,https://cdn.myanimelist.net/images/anime/6/82172.jpg
Francesca,"['Fantasy', 'Comedy']",24.0,5.52,https://cdn.myanimelist.net/images/anime/12/63633.jpg
Duel Masters VSRF,"['Action', 'Adventure', 'Comedy', 'Shounen']",51.0,5.52,https://cdn.myanimelist.net/images/anime/4/79117.jpg
Dies Irae: Irasshai Zonnenji,"['Comedy', 'Parody']",18.0,5.52,https://cdn.myanimelist.net/images/anime/13/88198.jpg
Christmas,"['Music', 'Supernatural']",1.0,5.52,https://cdn.myanimelist.net/images/anime/3/46039.jpg
Cheating Craft,"['Action', 'Comedy', 'School']",12.0,5.52,https://cdn.myanimelist.net/images/anime/9/81891.jpg
Chiisana Itsutsu no Ohanashi,['Kids'],1.0,5.52,https://cdn.myanimelist.net/images/anime/10/71579.jpg
Kaijuu,['Music'],1.0,5.53,https://cdn.myanimelist.net/images/anime/11/87214.jpg
Ice Movie,"['Action', 'Sci-Fi', 'Military']",1.0,5.53,https://cdn.myanimelist.net/images/anime/2/25055.jpg
Hoshi no Yuuenchi,"['Sci-Fi', 'Adventure', 'Kids']",1.0,5.53,https://cdn.myanimelist.net/images/anime/5/61967.jpg
Hit wo Nerae! Specials,"['Comedy', 'Ecchi']",4.0,5.53,https://cdn.myanimelist.net/images/anime/3/5357.jpg
Hietsuki Bushi,"['Sci-Fi', 'Music', 'Fantasy']",1.0,5.53,https://cdn.myanimelist.net/images/anime/7/78306.jpg
Hanabira,['Music'],1.0,5.53,https://cdn.myanimelist.net/images/anime/6/88922.jpg
Hadashi Neko,"['Adventure', 'Comedy']",1.0,5.53,https://cdn.myanimelist.net/images/anime/9/71962.jpg
Echolocation,['Music'],1.0,5.53,https://cdn.myanimelist.net/images/anime/2/87189.jpg
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,"['Comedy', 'Romance', 'School', 'Shounen']",2.0,7.53,https://cdn.myanimelist.net/images/anime/1079/104630.jpg
Uchuu no Kishi Tekkaman Blade,"['Action', 'Adventure', 'Space', 'Mecha', 'Romance', 'Military', 'Drama', 'Sci-Fi', 'Shounen']",49.0,7.53,https://cdn.myanimelist.net/images/anime/2/54793.jpg
Toshokan Sensou,"['Action', 'Military', 'Comedy', 'Romance']",12.0,7.53,https://cdn.myanimelist.net/images/anime/5/79595.jpg
Sora no Aosa wo Shiru Hito yo,['Drama'],1.0,7.53,https://cdn.myanimelist.net/images/anime/1468/102527.jpg
Shugo Chara!! Doki,"['Comedy', 'Magic', 'School', 'Shoujo']",51.0,7.53,https://cdn.myanimelist.net/images/anime/11/10645.jpg
Shonan Junai Gumi!,"['Action', 'Comedy', 'School']",5.0,7.53,https://cdn.myanimelist.net/images/anime/1941/98123.jpg
Shinryaku!! Ika Musume,"['Slice of Life', 'Comedy', 'Shounen']",3.0,7.53,https://cdn.myanimelist.net/images/anime/4/39055.jpg
Shigofumi,"['Drama', 'Fantasy', 'Psychological', 'Supernatural', 'Thriller']",12.0,7.53,https://cdn.myanimelist.net/images/anime/4/50787.jpg
Seto no Hanayome OVA Specials,"['Comedy', 'Parody', 'School']",2.0,7.53,https://cdn.myanimelist.net/images/anime/4/22430.jpg
Senyuu. 2,"['Action', 'Comedy', 'Fantasy', 'Parody', 'Shounen']",13.0,7.53,https://cdn.myanimelist.net/images/anime/5/51879.jpg
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,"['Comedy', 'Parody', 'School']",1.0,7.53,https://cdn.myanimelist.net/images/anime/4/21812.jpg
Saki,"['Game', 'School', 'Slice of Life']",25.0,7.53,https://cdn.myanimelist.net/images/anime/12/73933.jpg
Psycho-Pass: Sinners of the System Case.2 - First Guardian,"['Action', 'Sci-Fi', 'Police', 'Psychological']",1.0,7.53,https://cdn.myanimelist.net/images/anime/1357/96879.jpg
Plawres Sanshirou,"['Adventure', 'Sports', 'Mecha', 'School', 'Sci-Fi', 'Shounen']",37.0,7.53,https://cdn.myanimelist.net/images/anime/1/1873.jpg
Goshuushou-sama Ninomiya-kun,"['Harem', 'Comedy', 'Ecchi', 'Fantasy']",12.0,6.79,https://cdn.myanimelist.net/images/anime/6/75603.jpg
Fortune Arterial: Akai Yakusoku,"['Comedy', 'Romance', 'School', 'Supernatural', 'Vampire']",12.0,6.79,https://cdn.myanimelist.net/images/anime/11/26876.jpg
Ensemble Stars!,"['Music', 'School']",24.0,6.79,https://cdn.myanimelist.net/images/anime/1504/100488.jpg
Dragon Drive,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy', 'School', 'Shounen']",38.0,6.79,https://cdn.myanimelist.net/images/anime/1/2214.jpg
Dragon Ball Z: Summer Vacation Special,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",1.0,6.79,https://cdn.myanimelist.net/images/anime/7/60343.jpg
"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest","['Comedy', 'Romance', 'Ecchi']",1.0,6.79,https://cdn.myanimelist.net/images/anime/11/51565.jpg
Closers: Side Blacklambs,"['Game', 'Fantasy']",12.0,6.79,https://cdn.myanimelist.net/images/anime/11/78304.jpg
Cheer Danshi!!,"['Sports', 'Drama', 'School']",12.0,6.79,https://cdn.myanimelist.net/images/anime/7/80360.jpg
Candy Candy: Candy no Natsu Yasumi,"['Slice of Life', 'Drama', 'Shoujo']",1.0,6.79,https://cdn.myanimelist.net/images/anime/1510/94758.jpg
Bokusatsu Tenshi Dokuro-chan 2,"['Magic', 'Ecchi', 'Comedy']",2.0,6.79,https://cdn.myanimelist.net/images/anime/7/14709.jpg
Bananya,"['Slice of Life', 'Comedy', 'Kids']",13.0,6.79,https://cdn.myanimelist.net/images/anime/11/80200.jpg
Detective Conan,"['Mystery', 'Shounen']",1.0,5.53,https://cdn.myanimelist.net/images/anime/1661/102859.jpg
Channel 5.5,"['Parody', 'Comedy']",4.0,5.53,https://cdn.myanimelist.net/images/anime/6/71605.jpg
Ai Uta: Since 2007,['Music'],1.0,5.53,https://cdn.myanimelist.net/images/anime/13/83609.jpg
Dareka no Santa Claus,['Music'],1.0,5.53,https://cdn.myanimelist.net/images/anime/8/78768.jpg
Controller of Controller,"['Cars', 'Comedy', 'Dementia', 'Music']",1.0,5.53,https://cdn.myanimelist.net/images/anime/1573/95073.jpg
B Who I Want 2 B,['Music'],1.0,5.53,https://cdn.myanimelist.net/images/anime/7/76765.jpg
Zo Zo Zo Zombie-kun,"['Comedy', 'Shounen']",2.0,5.54,https://cdn.myanimelist.net/images/anime/2/84766.jpg
Wake Up! Dodo,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/11/72824.jpg
Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/2/88446.jpg
Violence Jack: Hell's Wind-hen,"['Action', 'Drama', 'Horror']",1.0,5.54,https://cdn.myanimelist.net/images/anime/1/2384.jpg
Sumiko,"['Comedy', 'Slice of Life', 'Kids']",2.0,5.54,https://cdn.myanimelist.net/images/anime/5/64165.jpg
Singles,"['Romance', 'Shoujo']",1.0,5.54,https://cdn.myanimelist.net/images/anime/10/29219.jpg
Shokupan Mimi Specials,['Comedy'],4.0,5.54,https://cdn.myanimelist.net/images/anime/7/78817.jpg
Shinrabanshou: Tenchi Shinmei no Shou,"['Action', 'Fantasy', 'Shounen']",1.0,5.54,https://cdn.myanimelist.net/images/anime/5/63581.jpg
Prayers,['Sci-Fi'],2.0,5.54,https://cdn.myanimelist.net/images/anime/6/2894.jpg
Scoopers,"['Action', 'Sci-Fi']",1.0,5.54,https://cdn.myanimelist.net/images/anime/10/49239.jpg
Pops,"['Romance', 'Shoujo', 'Slice of Life']",1.0,5.54,https://cdn.myanimelist.net/images/anime/13/12814.jpg
Oosouji,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/13/62597.jpg
Next Senki Ehrgeiz,"['Action', 'Sci-Fi', 'Space', 'Mecha']",12.0,5.54,https://cdn.myanimelist.net/images/anime/7/58003.jpg
Nebula feat. Hatsune Miku,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/9/55113.jpg
Niedola,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/10/76253.jpg
Mameshiba x Gaist Crusher Collab CM,"['Comedy', 'Fantasy', 'Parody']",1.0,5.54,https://cdn.myanimelist.net/images/anime/6/80692.jpg
Namae no Nai hi,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/5/86948.jpg
Evidence,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/4/32107.jpg
Escape from Tsuki no Uragawa Zoo,"['Drama', 'Fantasy', 'Music']",1.0,5.54,https://cdn.myanimelist.net/images/anime/7/84952.jpg
Chuumon no Ooi Ryouriten (1993),"['Horror', 'Supernatural', 'Fantasy']",1.0,5.54,https://cdn.myanimelist.net/images/anime/6/74516.jpg
Double-J,"['Comedy', 'School', 'Shounen']",11.0,5.54,https://cdn.myanimelist.net/images/anime/11/31695.jpg
Boku wa Shitteru yo.,['Slice of Life'],1.0,5.54,https://cdn.myanimelist.net/images/anime/11/88411.jpg
Boku wa Kimi wo Warawanai,['Music'],1.0,5.54,https://cdn.myanimelist.net/images/anime/12/78769.jpg
Angel's Feather,"['Sci-Fi', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Shounen Ai']",2.0,5.54,https://cdn.myanimelist.net/images/anime/1/1640.jpg
Bokura no Saibanin Monogatari,['School'],1.0,5.54,https://cdn.myanimelist.net/images/anime/2/15003.jpg
Amon Saga,"['Action', 'Adventure', 'Fantasy']",1.0,5.54,https://cdn.myanimelist.net/images/anime/1/2475.jpg
Tachiguishi Retsuden,['Comedy'],1.0,5.55,https://cdn.myanimelist.net/images/anime/11/2647.jpg
Swan,['Music'],1.0,5.55,https://cdn.myanimelist.net/images/anime/3/86943.jpg
Princess Minerva,"['Parody', 'Adventure', 'Fantasy', 'Comedy']",1.0,5.55,https://cdn.myanimelist.net/images/anime/7/73451.jpg
Peeping Life: The Perfect Explosion,"['Comedy', 'Slice of Life']",10.0,5.55,https://cdn.myanimelist.net/images/anime/3/46383.jpg
Otome Youkai Zakuro,"['Demons', 'Historical', 'Military', 'Romance', 'Seinen', 'Supernatural']",13.0,7.53,https://cdn.myanimelist.net/images/anime/5/85430.jpg
Megami Paradise,"['Adventure', 'Ecchi', 'Fantasy']",2.0,5.55,https://cdn.myanimelist.net/images/anime/2/41791.jpg
Orange: Mirai,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",1.0,7.53,https://cdn.myanimelist.net/images/anime/10/82129.jpg
Persona 4 the Animation: No One is Alone,"['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']",1.0,7.53,https://cdn.myanimelist.net/images/anime/5/37787.jpg
Love Like Aliens,"['Action', 'Music', 'Sci-Fi']",1.0,5.55,https://cdn.myanimelist.net/images/anime/4/46189.jpg
On Your Mark,"['Drama', 'Music', 'Sci-Fi']",1.0,7.53,https://cdn.myanimelist.net/images/anime/10/81234.jpg
Nodame Cantabile OVA,"['Comedy', 'Josei', 'Music', 'Romance', 'Slice of Life']",1.0,7.53,https://cdn.myanimelist.net/images/anime/10/18677.jpg
Nanatsu no Umi no Tico,"['Slice of Life', 'Adventure']",39.0,7.53,https://cdn.myanimelist.net/images/anime/9/69547.jpg
Mobile Suit Gundam SEED: SEED Supernova - Tanekyara Gekijou,"['Parody', 'Comedy']",4.0,7.53,https://cdn.myanimelist.net/images/anime/3/52119.jpg
Mardock Scramble: The First Compression,"['Action', 'Sci-Fi', 'Psychological']",1.0,7.53,https://cdn.myanimelist.net/images/anime/3/26215.jpg
Mi Yu Xing Zhe,"['Mystery', 'Psychological', 'Thriller']",12.0,7.53,https://cdn.myanimelist.net/images/anime/1869/104422.jpg
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,"['Harem', 'Music', 'Romance', 'School', 'Shoujo']",1.0,7.53,https://cdn.myanimelist.net/images/anime/6/10567.jpg
Karakai Jouzu no Takagi-san OVA,"['Comedy', 'Romance', 'School', 'Shounen', 'Slice of Life']",1.0,7.53,https://cdn.myanimelist.net/images/anime/1600/92476.jpg
Jikuu Ihoujin Kyoko: Chocola ni Omakase!,"['Fantasy', 'Comedy']",1.0,5.55,https://cdn.myanimelist.net/images/anime/1/1613.jpg
Kaitou Jigoma Ongaku-hen,['Music'],1.0,5.55,https://cdn.myanimelist.net/images/anime/5/51101.jpg
InaDan Movie x Mameshiba Collab CM,"['Comedy', 'Kids', 'Sports']",2.0,5.55,https://cdn.myanimelist.net/images/anime/8/80676.jpg
Human Orchestra,['Music'],1.0,5.55,https://cdn.myanimelist.net/images/anime/1960/99078.jpg
Hand Shakers,['Action'],12.0,5.55,https://cdn.myanimelist.net/images/anime/7/83395.jpg
Gundress,"['Action', 'Mecha', 'Sci-Fi']",1.0,5.55,https://cdn.myanimelist.net/images/anime/3/20326.jpg
Fussa-shi PR Anime,['Slice of Life'],2.0,5.55,https://cdn.myanimelist.net/images/anime/8/83767.jpg
Dokidoki Dream!!!,['Music'],1.0,5.55,https://cdn.myanimelist.net/images/anime/5/88450.jpg
Docchi ni Suru?,"['Comedy', 'Kids']",1.0,5.55,https://cdn.myanimelist.net/images/anime/3/15718.jpg
Denshin Denrei Denwa,['Kids'],1.0,5.55,https://cdn.myanimelist.net/images/anime/5/85274.jpg
