title,genre,episodes,score,img_url
Detective Conan Movie 01: The Timed Skyscraper,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",1.0,7.94,https://cdn.myanimelist.net/images/anime/3/77131.jpg
Carnival Phantasm,"['Comedy', 'Parody', 'Supernatural']",12.0,7.94,https://cdn.myanimelist.net/images/anime/1018/92921.jpg
Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']",12.0,7.95,https://cdn.myanimelist.net/images/anime/5/6559.jpg
Mobile Suit Gundam Thunderbolt,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",4.0,7.95,https://cdn.myanimelist.net/images/anime/3/77176.jpg
Mahou Shoujo Lyrical Nanoha: The Movie 1st,"['Action', 'Magic', 'Comedy', 'Sci-Fi', 'Drama']",1.0,7.95,https://cdn.myanimelist.net/images/anime/1058/94433.jpg
Macross F,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']",25.0,7.95,https://cdn.myanimelist.net/images/anime/9/15648.jpg
Kara no Kyoukai 4: Garan no Dou,"['Action', 'Mystery', 'Supernatural', 'Thriller']",1.0,7.95,https://cdn.myanimelist.net/images/anime/9/21736.jpg
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"['Comedy', 'Drama', 'Shoujo']",1.0,7.95,https://cdn.myanimelist.net/images/anime/7/28863.jpg
Isekai no Seikishi Monogatari,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']",13.0,7.95,https://cdn.myanimelist.net/images/anime/2/20345.jpg
Coquelicot-zaka kara,"['Historical', 'Romance', 'School', 'Shoujo']",1.0,7.95,https://cdn.myanimelist.net/images/anime/8/32547.jpg
Xiao Lu He Xiao Lan,"['Game', 'Sci-Fi', 'Slice of Life', 'Comedy', 'Drama', 'Magic', 'School', 'Shounen Ai']",72.0,7.96,https://cdn.myanimelist.net/images/anime/1670/93590.jpg
Kuroko no Basket: Tip Off,"['Sports', 'Comedy', 'School', 'Shounen']",1.0,7.96,https://cdn.myanimelist.net/images/anime/10/76803.jpg
Hidamari Sketch x ☆☆☆,"['Slice of Life', 'Comedy', 'School', 'Seinen']",12.0,7.96,https://cdn.myanimelist.net/images/anime/9/22349.jpg
Flanders no Inu (Movie),"['Drama', 'Historical']",1.0,7.96,https://cdn.myanimelist.net/images/anime/3/75599.jpg
Ergo Proxy,"['Psychological', 'Mystery', 'Sci-Fi']",23.0,7.96,https://cdn.myanimelist.net/images/anime/11/6259.jpg
Durarara!! Specials,"['Action', 'Comedy', 'Supernatural']",2.0,7.96,https://cdn.myanimelist.net/images/anime/4/28684.jpg
Detective Conan Movie 02: The Fourteenth Target,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",1.0,7.96,https://cdn.myanimelist.net/images/anime/1900/94316.jpg
Aoki Hagane no Arpeggio: Ars Nova Cadenza,"['Action', 'Sci-Fi', 'Seinen']",1.0,7.96,https://cdn.myanimelist.net/images/anime/2/74665.jpg
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"['Game', 'Psychological', 'Thriller', 'Seinen']",26.0,7.97,https://cdn.myanimelist.net/images/anime/11/53587.jpg
Terra e... (TV),"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",24.0,7.97,https://cdn.myanimelist.net/images/anime/12/30979.jpg
Tennis no Ouji-sama,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']",178.0,7.97,https://cdn.myanimelist.net/images/anime/6/21624.jpg
Sekaiichi Hatsukoi,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",12.0,7.97,https://cdn.myanimelist.net/images/anime/6/29763.jpg
Seitokai Yakuindomo* OVA,"['Slice of Life', 'Comedy', 'School', 'Shounen']",10.0,7.97,https://cdn.myanimelist.net/images/anime/5/79008.jpg
Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,['Music'],1.0,7.97,https://cdn.myanimelist.net/images/anime/13/73894.jpg
Junjou Romantica OVA,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2.0,7.97,https://cdn.myanimelist.net/images/anime/6/60389.jpg
Igano Kabamaru,"['Action', 'Adventure', 'Comedy', 'Romance', 'School', 'Shounen']",24.0,7.97,https://cdn.myanimelist.net/images/anime/9/62909.jpg
IDOLiSH7,['Music'],17.0,7.97,https://cdn.myanimelist.net/images/anime/1390/90828.jpg
Hokuto no Ken,"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']",109.0,7.97,https://cdn.myanimelist.net/images/anime/8/18502.jpg
High☆Speed!: Free! Starting Days,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",1.0,7.97,https://cdn.myanimelist.net/images/anime/8/76967.jpg
Hidamari Sketch x Honeycomb,"['Slice of Life', 'Comedy', 'School', 'Seinen']",12.0,7.97,https://cdn.myanimelist.net/images/anime/2/50501.jpg
Fairy Tail (2014),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",102.0,7.97,https://cdn.myanimelist.net/images/anime/3/60551.jpg
There She Is!!,"['Comedy', 'Romance']",5.0,7.98,https://cdn.myanimelist.net/images/anime/2/29995.jpg
Tanaka-kun wa Itsumo Kedaruge,"['Slice of Life', 'Comedy', 'School']",12.0,7.98,https://cdn.myanimelist.net/images/anime/13/78565.jpg
Tentai Senshi Sunred 2nd Season,"['Comedy', 'Parody', 'Seinen', 'Super Power']",26.0,7.98,https://cdn.myanimelist.net/images/anime/7/15051.jpg
Sakigake!! Cromartie Koukou,"['Comedy', 'School', 'Shounen']",26.0,7.98,https://cdn.myanimelist.net/images/anime/3/13390.jpg
Mobile Suit Zeta Gundam,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",50.0,7.98,https://cdn.myanimelist.net/images/anime/6/11153.jpg
Junjou Romantica 3,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",12.0,7.98,https://cdn.myanimelist.net/images/anime/2/74170.jpg
Bishoujo Senshi Sailor Moon: Sailor Stars,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",34.0,7.98,https://cdn.myanimelist.net/images/anime/1/996.jpg
Yume-iro Pâtissière,"['Kids', 'School', 'Shoujo']",50.0,7.99,https://cdn.myanimelist.net/images/anime/12/21674.jpg
Soul Eater,"['Action', 'Fantasy', 'Comedy', 'Supernatural', 'Shounen']",51.0,7.99,https://cdn.myanimelist.net/images/anime/9/7804.jpg
Shirokuma Cafe,"['Slice of Life', 'Comedy', 'Josei']",50.0,7.99,https://cdn.myanimelist.net/images/anime/6/75649.jpg
School Rumble,"['Comedy', 'Romance', 'School', 'Shounen']",26.0,7.99,https://cdn.myanimelist.net/images/anime/4/75488.jpg
Non Non Biyori,"['Comedy', 'School', 'Seinen', 'Slice of Life']",12.0,7.99,https://cdn.myanimelist.net/images/anime/2/51581.jpg
Lupin III vs. Detective Conan: The Movie,"['Action', 'Comedy', 'Mystery', 'Shounen']",1.0,7.99,https://cdn.myanimelist.net/images/anime/4/51663.jpg
Kekkai Sensen & Beyond,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",12.0,7.99,https://cdn.myanimelist.net/images/anime/3/88282.jpg
Jormungand: Perfect Order,"['Action', 'Adventure', 'Seinen']",12.0,7.99,https://cdn.myanimelist.net/images/anime/4/73278.jpg
Hanasaku Iroha,"['Slice of Life', 'Comedy', 'Drama']",26.0,7.99,https://cdn.myanimelist.net/images/anime/3/28967.jpg
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",4.0,8.0,https://cdn.myanimelist.net/images/anime/1215/103351.jpg
Ginga Eiyuu Densetsu Gaiden,"['Action', 'Military', 'Sci-Fi', 'Space']",24.0,7.99,https://cdn.myanimelist.net/images/anime/9/28463.jpg
Date A Live II: Kurumi Star Festival,"['Slice of Life', 'Romance']",1.0,7.99,https://cdn.myanimelist.net/images/anime/6/69489.jpg
City Hunter,"['Action', 'Comedy', 'Mystery', 'Shounen']",51.0,7.99,https://cdn.myanimelist.net/images/anime/8/20587.jpg
Boku no Hero Academia the Movie 2: Heroes:Rising,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",1.0,7.97,https://cdn.myanimelist.net/images/anime/1019/103292.jpg
Beelzebub,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",60.0,7.99,https://cdn.myanimelist.net/images/anime/3/28013.jpg
Yakitate!! Japan,"['Comedy', 'Shounen']",69.0,8.0,https://cdn.myanimelist.net/images/anime/3/76432.jpg
Tong Ling Fei,"['Comedy', 'Historical', 'Drama', 'Romance']",16.0,8.0,https://cdn.myanimelist.net/images/anime/1066/103049.jpg
xxxHOLiC Movie: Manatsu no Yoru no Yume,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",1.0,8.0,https://cdn.myanimelist.net/images/anime/5/25078.jpg
Tiger & Bunny,"['Action', 'Mystery', 'Comedy', 'Super Power']",25.0,8.0,https://cdn.myanimelist.net/images/anime/13/29466.jpg
Shijou Saikyou no Deshi Kenichi OVA,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']",11.0,8.0,https://cdn.myanimelist.net/images/anime/1125/102421.jpg
Plastic Memories,"['Sci-Fi', 'Drama', 'Romance']",13.0,8.0,https://cdn.myanimelist.net/images/anime/4/72750.jpg
Mini Toji: Yume,"['Action', 'Fantasy']",1.0,8.0,https://cdn.myanimelist.net/images/anime/1014/102312.jpg
Macross F Movie 2: Sayonara no Tsubasa,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",1.0,8.0,https://cdn.myanimelist.net/images/anime/13/76398.jpg
Macross,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",36.0,8.0,https://cdn.myanimelist.net/images/anime/1/2441.jpg
Lupin III: Part 5,"['Action', 'Adventure', 'Mystery', 'Comedy', 'Seinen']",24.0,8.0,https://cdn.myanimelist.net/images/anime/1235/91028.jpg
Haibane Renmei,"['Slice of Life', 'Mystery', 'Psychological', 'Drama', 'Fantasy']",13.0,8.0,https://cdn.myanimelist.net/images/anime/9/13134.jpg
Jigoku Shoujo Futakomori,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",26.0,8.0,https://cdn.myanimelist.net/images/anime/5/86975.jpg
ef: A Tale of Memories.,"['Mystery', 'Drama', 'Romance']",12.0,8.0,https://cdn.myanimelist.net/images/anime/11/50411.jpg
Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"['Fantasy', 'Romance', 'Shoujo']",1.0,8.0,https://cdn.myanimelist.net/images/anime/10/89305.jpg
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']",1.0,8.0,https://cdn.myanimelist.net/images/anime/12/37193.jpg
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,"['Drama', 'Fantasy', 'Magic', 'Slice of Life']",1.0,8.01,https://cdn.myanimelist.net/images/anime/9/86480.jpg
Yuru Yuri San☆Hai!,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']",12.0,8.01,https://cdn.myanimelist.net/images/anime/7/76667.jpg
Yagate Kimi ni Naru,"['Romance', 'School', 'Shoujo Ai']",13.0,8.01,https://cdn.myanimelist.net/images/anime/1783/96153.jpg
Ushio to Tora (TV) 2nd Season,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",13.0,8.01,https://cdn.myanimelist.net/images/anime/4/78567.jpg
Takarajima,"['Adventure', 'Mystery', 'Historical', 'Drama']",26.0,8.01,https://cdn.myanimelist.net/images/anime/11/56123.jpg
Sekaiichi Hatsukoi: Valentine-hen,"['Romance', 'Comedy', 'Shounen Ai']",1.0,8.01,https://cdn.myanimelist.net/images/anime/5/55723.jpg
Saiunkoku Monogatari,"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']",39.0,8.01,https://cdn.myanimelist.net/images/anime/1/957.jpg
Ookiku Furikabutte,"['Comedy', 'Seinen', 'Sports']",25.0,8.01,https://cdn.myanimelist.net/images/anime/2/20751.jpg
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",1.0,8.01,https://cdn.myanimelist.net/images/anime/10/87473.jpg
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",1.0,8.01,https://cdn.myanimelist.net/images/anime/3/64755.jpg
Mawaru Penguindrum,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']",24.0,8.01,https://cdn.myanimelist.net/images/anime/5/30238.jpg
Megalo Box,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']",13.0,8.01,https://cdn.myanimelist.net/images/anime/1958/93533.jpg
Kuuchuu Buranko,"['Comedy', 'Psychological', 'Drama', 'Seinen']",11.0,8.01,https://cdn.myanimelist.net/images/anime/3/18386.jpg
Kaleido Star,"['Comedy', 'Sports', 'Drama', 'Fantasy', 'Shoujo']",51.0,8.01,https://cdn.myanimelist.net/images/anime/3/75487.jpg
Ie Naki Ko Remy,"['Adventure', 'Slice of Life', 'Historical', 'Drama']",23.0,8.01,https://cdn.myanimelist.net/images/anime/12/26250.jpg
Grisaia no Meikyuu: Caprice no Mayu 0,['Drama'],1.0,8.01,https://cdn.myanimelist.net/images/anime/2/73152.jpg
Gintama: Dai Hanseikai,"['Action', 'Comedy', 'Parody', 'Samurai']",1.0,8.01,https://cdn.myanimelist.net/images/anime/7/29295.jpg
Drifters,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']",12.0,8.01,https://cdn.myanimelist.net/images/anime/10/80271.jpg
Full Metal Panic! The Second Raid,"['Action', 'Military', 'Mecha']",13.0,8.01,https://cdn.myanimelist.net/images/anime/11/75261.jpg
Detective Conan OVA 09: The Stranger in 10 Years...,"['Adventure', 'Comedy', 'Mystery', 'Police', 'Shounen']",1.0,8.01,https://cdn.myanimelist.net/images/anime/5/14746.jpg
Fuichin-san,"['Drama', 'Historical', 'Kids', 'Shoujo']",1.0,8.01,https://cdn.myanimelist.net/images/anime/11/62189.jpg
Aria The Avvenire,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']",3.0,8.01,https://cdn.myanimelist.net/images/anime/10/74338.jpg
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,"['Music', 'Sports']",1.0,8.02,https://cdn.myanimelist.net/images/anime/6/85548.jpg
Trigun: Badlands Rumble,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']",1.0,8.02,https://cdn.myanimelist.net/images/anime/11/27969.jpg
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"['Action', 'Comedy', 'Sports']",6.0,8.02,https://cdn.myanimelist.net/images/anime/10/3713.jpg
Tennis no Ouji-sama: Zenkoku Taikai-hen,"['Action', 'Comedy', 'Sports', 'Shounen']",13.0,8.02,https://cdn.myanimelist.net/images/anime/12/10572.jpg
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,"['Comedy', 'School', 'Shounen']",1.0,8.02,https://cdn.myanimelist.net/images/anime/1703/97779.jpg
Serial Experiments Lain,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",13.0,8.02,https://cdn.myanimelist.net/images/anime/1718/91550.jpg
Nekomonogatari: Kuro,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",4.0,8.02,https://cdn.myanimelist.net/images/anime/4/84001.jpg
Macross: Do You Remember Love?,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']",1.0,8.02,https://cdn.myanimelist.net/images/anime/1015/94842.jpg
Luo Xiao Hei Zhan Ji (Movie),"['Drama', 'Supernatural']",1.0,8.03,https://cdn.myanimelist.net/images/anime/1957/102430.jpg
Karigurashi no Arrietty,['Fantasy'],1.0,8.02,https://cdn.myanimelist.net/images/anime/9/75905.jpg
Kami nomi zo Shiru Sekai II,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']",12.0,8.02,https://cdn.myanimelist.net/images/anime/11/30030.jpg
Hibike! Euphonium,"['Music', 'School', 'Drama']",13.0,8.02,https://cdn.myanimelist.net/images/anime/6/72445.jpg
Darker than Black: Kuro no Keiyakusha Gaiden,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",4.0,8.02,https://cdn.myanimelist.net/images/anime/3/17469.jpg
Eyeshield 21,"['Action', 'Sports', 'Comedy', 'Shounen']",145.0,8.02,https://cdn.myanimelist.net/images/anime/12/66961.jpg
Azumanga Daioh,"['Slice of Life', 'Comedy', 'School']",26.0,8.02,https://cdn.myanimelist.net/images/anime/1/66.jpg
Usagi Drop Specials,"['Josei', 'Slice of Life']",4.0,8.03,https://cdn.myanimelist.net/images/anime/7/30759.jpg
Tekkon Kinkreet,"['Action', 'Adventure', 'Psychological', 'Supernatural']",1.0,8.03,https://cdn.myanimelist.net/images/anime/12/8520.jpg
Ore Monogatari!!,"['Comedy', 'Romance', 'Shoujo']",24.0,8.03,https://cdn.myanimelist.net/images/anime/13/69455.jpg
Noragami Aragoto OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",2.0,8.03,https://cdn.myanimelist.net/images/anime/11/77510.jpg
Mobile Suit Gundam: Iron-Blooded Orphans,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",25.0,8.03,https://cdn.myanimelist.net/images/anime/6/75879.jpg
Little Witch Academia (TV),"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'School']",25.0,8.03,https://cdn.myanimelist.net/images/anime/13/83934.jpg
Kurenai no Buta,"['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']",1.0,8.03,https://cdn.myanimelist.net/images/anime/6/2878.jpg
Kobato.,"['Comedy', 'Drama', 'Romance', 'Fantasy']",24.0,8.03,https://cdn.myanimelist.net/images/anime/8/79838.jpg
Hyouge Mono,"['Historical', 'Samurai', 'Seinen']",39.0,8.03,https://cdn.myanimelist.net/images/anime/3/77282.jpg
Hikaru no Go: Hokuto Hai e no Michi,"['Game', 'Shounen']",1.0,8.03,https://cdn.myanimelist.net/images/anime/12/78453.jpg
High Score Girl,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']",12.0,8.03,https://cdn.myanimelist.net/images/anime/1668/91345.jpg
Full Moon wo Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",52.0,8.03,https://cdn.myanimelist.net/images/anime/9/6265.jpg
Wotaku ni Koi wa Muzukashii,"['Comedy', 'Romance', 'Slice of Life']",11.0,8.04,https://cdn.myanimelist.net/images/anime/1864/93518.jpg
Mahou Shoujo Lyrical Nanoha A's,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",13.0,8.04,https://cdn.myanimelist.net/images/anime/4/6767.jpg
Magi: Sinbad no Bouken (TV),"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",13.0,8.04,https://cdn.myanimelist.net/images/anime/10/78783.jpg
Kimi to Boku. 2,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",13.0,8.04,https://cdn.myanimelist.net/images/anime/10/42107.jpg
Higurashi no Naku Koro ni,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']",26.0,8.04,https://cdn.myanimelist.net/images/anime/12/19634.jpg
Kamisama Hajimemashita OVA,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",2.0,8.04,https://cdn.myanimelist.net/images/anime/6/56425.jpg
Hanamonogatari,"['Mystery', 'Comedy', 'Supernatural']",5.0,8.04,https://cdn.myanimelist.net/images/anime/13/65755.jpg
Golden Boy,"['Adventure', 'Comedy', 'Ecchi']",6.0,8.04,https://cdn.myanimelist.net/images/anime/3/62867.jpg
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']",2.0,8.05,https://cdn.myanimelist.net/images/anime/1971/90877.jpg
Overlord,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']",13.0,8.05,https://cdn.myanimelist.net/images/anime/7/88019.jpg
Love Live! The School Idol Movie,"['Music', 'School', 'Slice of Life']",1.0,8.05,https://cdn.myanimelist.net/images/anime/6/75700.jpg
Log Horizon,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",25.0,8.05,https://cdn.myanimelist.net/images/anime/5/84004.jpg
Junjou Romantica 2,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",12.0,8.05,https://cdn.myanimelist.net/images/anime/6/38417.jpg
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"['Slice of Life', 'Fantasy']",14.0,8.06,https://cdn.myanimelist.net/images/anime/1582/101697.jpg
Free!: Eternal Summer - Kindan no All Hard!,"['Comedy', 'School', 'Slice of Life']",1.0,8.05,https://cdn.myanimelist.net/images/anime/6/73125.jpg
Carole & Tuesday,"['Drama', 'Music', 'Sci-Fi']",24.0,8.05,https://cdn.myanimelist.net/images/anime/1611/96157.jpg
Zetsuen no Tempest,"['Action', 'Mystery', 'Psychological', 'Drama', 'Magic', 'Fantasy', 'Shounen']",24.0,8.06,https://cdn.myanimelist.net/images/anime/7/42453.jpg
Tamako Love Story,"['Comedy', 'Romance', 'Slice of Life']",1.0,8.06,https://cdn.myanimelist.net/images/anime/1417/91333.jpg
Omae Umasou da na,"['Action', 'Adventure', 'Fantasy', 'Kids']",1.0,8.06,https://cdn.myanimelist.net/images/anime/11/27167.jpg
Phantom: Requiem for the Phantom,"['Action', 'Drama', 'Seinen', 'Thriller']",26.0,8.06,https://cdn.myanimelist.net/images/anime/8/22470.jpg
Nurarihyon no Mago: Sennen Makyou,"['Action', 'Demons', 'Shounen', 'Supernatural']",24.0,8.06,https://cdn.myanimelist.net/images/anime/5/77300.jpg
Kara no Kyoukai: Mirai Fukuin,"['Drama', 'Mystery', 'Seinen', 'Supernatural']",1.0,8.06,https://cdn.myanimelist.net/images/anime/6/56621.jpg
Kanon (2006),"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",24.0,8.06,https://cdn.myanimelist.net/images/anime/4/56301.jpg
Girls & Panzer: Saishuushou Part 1,"['Military', 'School']",1.0,8.06,https://cdn.myanimelist.net/images/anime/1859/91463.jpg
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Mecha', 'Shounen']",1.0,8.06,https://cdn.myanimelist.net/images/anime/4/8522.jpg
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",1.0,8.06,https://cdn.myanimelist.net/images/anime/8/22498.jpg
FLCL,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Dementia', 'Psychological', 'Mecha']",6.0,8.06,https://cdn.myanimelist.net/images/anime/7/77356.jpg
Code Geass: Hangyaku no Lelouch I - Koudou,"['Action', 'Military', 'Sci-Fi', 'Super Power', 'Mecha', 'School']",1.0,8.06,https://cdn.myanimelist.net/images/anime/6/87709.jpg
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen","['Drama', 'Romance', 'School', 'Slice of Life']",1.0,8.06,https://cdn.myanimelist.net/images/anime/12/19620.jpg
Aria The OVA: Arietta,"['Fantasy', 'Sci-Fi', 'Shounen', 'Slice of Life']",1.0,8.06,https://cdn.myanimelist.net/images/anime/11/77622.jpg
